,id,code,label
311,311,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl year int Decl month int Decl day int Decl ArrayDecl monthday int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d%d%d"" & year & month & day Decl i int Decl sum int 0 For = i 1 < i month ++ i Compound = sum + sum ArrayRef monthday - i 1 End = sum + sum day Decl a int = a % year 4 If && > month 2 == a 0 Compound = sum + sum 1 End FuncCall printf ExprList ""%d"" sum Return 0 End",0
197,197,FileAST FuncDef Decl FuncDecl main int Compound Decl k int 0 Decl ArrayDecl ArrayDecl juzhen int 100 100 Decl m int 0 Decl n int 0 >> cin k While > k 0 Compound = m 0 = n 0 FuncCall memset ExprList juzhen 0 sizeof juzhen >> >> cin m n Decl i int 0 Decl j int 0 Decl sum int 0 For = j 1 <= j - m 2 ++ j Compound = sum + sum * - + * + juzhen j n 1 End << << cout sum endl -- k End Return 0 End,0
56,56,"FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int sum int Compound Decl ArrayDecl ArrayDecl a int n m Decl i int Decl j int Decl t int 0 If || == m 1 == n 1 For = i 0 < i - + m n 1 ++ i Compound FuncCall scanf ExprList ""%d"" & j += t j End Compound End Return t End Decl FuncDecl main int",0
958,958,,1
460,460,"FileAST Typedef ll long Decl maxn int 10000010 Decl mod int + 1e9 7 Decl ArrayDecl fac ll maxn Decl ArrayDecl inv ll maxn FuncDef Decl FuncDecl ParamList Decl n int Decl m int C ll Compound Return % * % * ArrayRef fac n ArrayRef inv m mod ArrayRef inv - n m mod End FuncDef Decl FuncDecl ParamList Decl n int Decl m int A ll Compound Return % * ArrayRef fac n ArrayRef inv - n m mod End Decl n int Decl ArrayDecl b ll maxn FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d"" & n = ArrayRef b 0 1 = ArrayRef b 1 2 For DeclList Decl i int 2 <= i n ++ i Compound = ArrayRef b i % - + % * * * 1LL 2 i ArrayRef b - i 1 mod mod % * % * * 1LL - i 1 - i 1 mod ArrayRef b - i 2 mod mod End Decl ans ll 0 = ArrayRef fac 0 1 = ArrayRef inv 1 1 = ArrayRef inv 0 1 FuncCall printf ExprList ""%lld\n"" % ans mod Return 0 End",0
683,683,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl x int 1000 Decl ArrayDecl a int 1000 Decl ArrayDecl y int 1000 >> >> cin ArrayRef x 1 ArrayRef y 1 Decl i int Decl j int = ArrayRef a 0 1 For = i 1 < i 100 ++ i Compound = ArrayRef a i * ArrayRef a - i 1 2 End Decl n int j Decl m int j If && == ArrayRef x 1 1000 == ArrayRef y 1 1000 << << cout 1000 endl << << cout ArrayRef x + - n i 1 endl Return 0 End,1
1018,1018,,1
944,944,,1
970,970,,1
176,176,"FileAST Decl FuncDecl ParamList Decl n int Decl m int C int FuncDef Decl FuncDecl main int Compound Decl i int Decl n int Decl ans long Decl ArrayDecl a long 13 = ArrayRef a 0 1 = ArrayRef a 1 0 = ArrayRef a 2 1 = ArrayRef a 3 2 For = i 4 <= i 12 ++ i = ArrayRef a i * - i 1 + ArrayRef a - i 1 ArrayRef a - i 2 While && != FuncCall scanf ExprList ""%d"" & n eof != n 0 Compound = ans 0 FuncCall printf ExprList ""%I64d\n"" ans End Return 0 End",0
114,114,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl t int Decl ArrayDecl ans double 101 Decl ArrayDecl a double 101 Decl ArrayDecl b double 101 While >> cin t Compound If < t 0 Break FuncCall memset ExprList ans 0 sizeof ans If > t 0 FuncCall printf ExprList ""%.1f %.1f"" ArrayRef a 0 ArrayRef b 0 For DeclList Decl i int 1 < i t ++ i Compound FuncCall printf ExprList "" %.1f %.1f"" ArrayRef a i ArrayRef b i End << cout endl End Return 0 End",0
473,473,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl i int 0 Decl j int 0 Decl k int 0 Decl x int Decl y int Decl ArrayDecl ArrayDecl an int 100 100 Decl ArrayDecl sum int 100 InitList 0 FuncCall scanf ExprList ""%d"" & n For = i 0 < i n ++ i Compound FuncCall scanf ExprList ""%d %d"" & x & y For = j 0 < j x ++ j Compound For = k 0 < k y ++ k Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef an j k If || || || == j 0 == j - x 1 == k 0 == k - y 1 Compound += ArrayRef sum i ArrayRef ArrayRef an j k End End End End Return 0 End",0
107,107,FileAST FuncDef Decl FuncDecl main int Compound Decl t int 100 Decl idx int 100 Decl T int 100 Decl i int 100 Decl j int 100 Decl lines int 100 Decl fun_name int 100 Decl None int 100 Decl N int 100 Decl ArrayDecl a int 101 Decl ArrayDecl nb int 101 Decl ArrayDecl na int 101 Decl ArrayDecl b int 101 For = t 0 < t t ++ t Compound For = i 2 < i - n 1 ++ i Compound = ArrayRef b i FuncCall log10 ExprList * 0.33333 + + ArrayRef a - i 1 FuncCall cos ExprList ArrayRef a i ArrayRef a + i 1 End For = j 2 < j - n 1 ++ j Compound = ArrayRef a j ArrayRef b j End End Return 0 End,0
751,751,,1
170,170,"FileAST Decl MAXN int 105 Decl n int Decl m int Decl ArrayDecl ArrayDecl field char maxn maxn Decl FuncDecl ParamList Decl i int Decl j int dfs void Decl FuncDecl solve void FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d%d"" & n & m For DeclList Decl i int 0 < i n ++ i FuncCall scanf ExprList ""%s"" & ArrayRef field i FuncCall solve End",0
600,600,"FileAST FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl i int Decl D int Decl ArrayDecl p int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 = d 0 FuncCall scanf ExprList ""%d%d%d"" & y & m & d If || && == % y 4 0 != % y 100 0 == % y 400 0 Compound For = i 0 < i - m 1 ++ i Compound = d + d ArrayRef p i End = d + + d d 1 FuncCall printf ExprList ""%d"" d End Compound For = i 0 < i - m 1 ++ i Compound = d + d ArrayRef p i End = d + d d FuncCall printf ExprList ""%d"" d End Return 0 End",1
1052,1052,,1
479,479,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl j int 0 Decl y int Decl i int Decl m int Decl d int Decl ArrayDecl number int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d %d %d"" & y & m & d For = i 1 < i m ++ i Compound += j ArrayRef number - i 1 End = k + j d If || && == % y 4 0 != % y 100 0 == % y 400 0 Compound If > m 1 FuncCall printf ExprList ""%d"" + k 1 End FuncCall printf ExprList ""%d"" k Return 0 End",0
609,609,"FileAST FuncDef Decl FuncDecl main int Compound Decl year int Decl month int Decl day int Decl n int Decl i int Decl t int 0 FuncCall scanf ExprList ""%d%d%d"" & year & month & day Decl ArrayDecl a int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 For = i 0 < i month ++ i Compound = t + t ArrayRef a i End If >= month 3 If == % year 4 0 If == % year 100 0 If == % year 400 0 = n + + t 1 day = n + t day = n + + t 1 day = n + t day = n + t day FuncCall printf ExprList ""%d"" n Return 0 End",1
149,149,"FileAST Decl N int 12345 Decl M int 123456 Decl inf int 0x3f3f3f3f Decl ArrayDecl edge Struct Decl from int Decl to int Decl dis int Decl nxt int << m 1 Decl ArrayDecl head int n Decl edgenum int Decl FuncDecl ParamList Decl u int Decl v int Decl d int addedge void Decl n int Decl m int Decl ArrayDecl sp int n Decl ArrayDecl in int n Decl FuncDecl topsort void Decl ArrayDecl ArrayDecl dp int 2 n Decl ArrayDecl a int m Decl FuncDecl ParamList Decl u int solve void FuncDef Decl FuncDecl main int Compound Decl T int Decl u int Decl v int Decl d int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall memset ExprList head - 1 sizeof head = edgenum 0 FuncCall memset ExprList in 0 sizeof in FuncCall scanf ExprList ""%d %d"" & n & m FuncCall topsort For DeclList Decl i int 0 < i n ++ i Compound = ArrayRef ArrayRef dp i 0 = ArrayRef ArrayRef dp i 1 inf End If == ArrayRef ArrayRef dp 0 1 inf = ArrayRef ArrayRef dp 0 1 - 1 FuncCall printf ExprList ""%d\n"" ArrayRef ArrayRef dp 0 1 End Return 0 End",0
209,209,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl sz int 100 100 Decl ArrayDecl sum int 100 Decl i int Decl j int Decl a int Decl b int Decl c int Decl d int Decl e int = b 0 = c 0 = d 0 = e 0 FuncCall scanf ExprList ""%d"" & k For = a 0 < a k ++ a Compound FuncCall scanf ExprList ""%d %d"" & m & n For = i 0 < i m ++ i Compound For = j 0 < j n ++ j Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz i j End End For = j 0 < j n ++ j Compound = b + b ArrayRef ArrayRef sz 0 j = c + c ArrayRef ArrayRef sz - m 1 j End For = i 1 < i - m 1 ++ i Compound = d + d ArrayRef ArrayRef sz i 0 = e + e ArrayRef ArrayRef sz i - n 1 End = ArrayRef sum a + + + b c d e = b 0 = c 0 = d 0 = e 0 End Return 0 End",0
297,297,"FileAST Typedef LL long Decl maxn LL 1e6 Decl mod LL 10000000 Decl ArrayDecl str char + 80 5 FuncDef Decl FuncDecl main int Compound Decl number int While != FuncCall scanf ExprList ""%s%d"" str & number eof Compound Decl len int FuncCall strlen ExprList str If == % number 8 0 Compound FuncCall printf ExprList ""\n"" End If || == % number 8 1 == % number 8 - 7 Compound End If || == % number 8 2 == % number 8 - 6 Compound End If || == % number 8 3 == % number 8 - 5 Compound For DeclList Decl i int 0 < i len ++ i Compound For DeclList Decl j int 0 < j i ++ j FuncCall printf ExprList "" "" FuncCall printf ExprList ""%c\n"" ArrayRef str - - len 1 i End End If || == % number 8 4 == % number 8 - 4 Compound FuncCall printf ExprList ""\n"" End If || == % number 8 5 == % number 8 - 3 Compound End If || == % number 8 6 == % number 8 - 2 Compound End If || == % number 8 7 == % number 8 - 1 Compound End End Return 0 End",0
278,278,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl aaa int 3 5 Decl year int Decl mon int Decl day int Decl i int Decl n int Decl m int Decl ArrayDecl month int 12 ExprList = ArrayRef month 0 31 = ArrayRef month 1 28 = ArrayRef month 2 31 = ArrayRef month 3 30 = ArrayRef month 4 31 = ArrayRef month 5 30 = ArrayRef month 6 31 = ArrayRef month 7 31 = ArrayRef month 8 30 = ArrayRef month 9 31 = ArrayRef month 10 30 = ArrayRef month 11 31 For = i 0 < i 5 ++ i Compound FuncCall scanf ExprList ""%d %d %d\n"" & year & mon & day = ArrayRef ArrayRef aaa i 0 year = ArrayRef ArrayRef aaa i 1 mon = ArrayRef ArrayRef aaa i 2 day End End",0
307,307,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl x int Decl s int Decl c int Decl y int Decl e int 0 Decl t int Decl q int Decl n int 0 Decl j int Decl ArrayDecl b int 1000 Decl i int Decl ArrayDecl a int 1000 Decl num int = num 1 FuncCall scanf ExprList ""%d %d"" & x & y = s x = c y If || == x 1 == y 1 FuncCall printf ExprList ""1\n"" Compound DoWhile != x 1 Compound = x / x 2 ++ n End DoWhile != y 1 Compound ++ e = y / y 2 End ++ e ++ n For = i 1 <= i n ++ i Compound = ArrayRef a i s = s / s 2 End End Return 0 End",0
672,672,FileAST Decl FuncDecl ParamList Decl n int ping int Decl FuncDecl ParamList Decl n int run int FuncDef Decl FuncDecl main int Compound Decl n int Decl month int Decl day int Decl sum int 0 >> >> >> cin n month day Decl i int If || == % n 400 0 && == % n 4 0 != % n 100 0 Compound For = i 1 < i month ++ i += sum FuncCall run ExprList i += sum day << cout sum End Compound += sum day << cout sum End Return 0 End,1
863,863,,1
173,173,"FileAST Decl MAXN int 50005 Decl ArrayDecl a int maxn Decl ArrayDecl T Struct Decl L int Decl R int Decl nMin int Decl nMax int * maxn 3 Decl FuncDecl ParamList Decl root int Decl l int Decl r int init void Decl FuncDecl ParamList Decl root int Decl l int Decl r int get_max int Decl FuncDecl ParamList Decl root int Decl l int Decl r int get_min int FuncDef Decl FuncDecl main int Compound Decl n int Decl q int FuncCall scanf ExprList ""%d%d"" & n & q For DeclList Decl i int 1 <= i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall memset ExprList t 0 sizeof t FuncCall init ExprList 1 1 n While -- q Compound Decl l int Decl r int FuncCall scanf ExprList ""%d%d"" & l & r FuncCall printf ExprList ""%d\n"" - FuncCall get_max ExprList 1 l r FuncCall get_min ExprList 1 l r End End",0
693,693,FileAST Typedef ll long Decl eps double 1e-9 Decl mod ll 998244353 Decl g ll 3 FuncDef Decl FuncDecl ParamList Decl a ll Decl n ll Pow ll Compound Decl ans ll 1 While n Compound If & n 1 = ans % * ans a mod >>= n 1 = a % * a a mod End Return ans End Decl ArrayDecl A ll << 1 20 Decl ArrayDecl B ll << 1 20 Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int rader void FuncDef Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int Decl on int ntt void Compound FuncCall rader ExprList a len If == on - 1 Compound Decl t ll FuncCall pow ExprList len - mod 2 For DeclList Decl i int 0 < i len ++ i = ArrayRef a i % * ArrayRef a i t mod End End Decl n int Decl m int Decl FuncDecl Conv void Decl FuncDecl main int,1
567,567,FileAST Typedef ll long Decl mod int 998244353 Decl maxn int + 2e5 123 Decl n int Decl k int FuncDef Decl FuncDecl ParamList Decl a ll Decl b ll qpower ll Compound Decl ans ll 1 While > b 0 Compound If & b 1 Compound = ans % * ans a mod End >>= b 1 = a % * a a mod End Return ans End Decl ArrayDecl fac ll maxn Decl ArrayDecl inv ll maxn FuncDef Decl FuncDecl ParamList Decl n int Decl m int C ll Compound Return % * % * ArrayRef fac n ArrayRef inv m mod ArrayRef inv - n m mod End FuncDef Decl FuncDecl init void Compound = ArrayRef fac 0 = ArrayRef inv 0 1 For DeclList Decl i int 1 < i maxn ++ i Compound = ArrayRef fac i % * ArrayRef fac - i 1 i mod = ArrayRef inv i % * FuncCall qpower ExprList i - mod 2 ArrayRef inv - i 1 mod End End Decl FuncDecl main int,1
723,723,"FileAST Decl ArrayDecl ans int 25 Decl ArrayDecl a int 25 FuncDef Decl FuncDecl main int Compound Decl i int Decl j int Decl n int Decl s int Decl sum int Decl T int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d"" & n = sum 0 FuncCall memset ExprList ans 0 sizeof ans For = i 0 < i - n 1 ++ i Compound FuncCall printf ExprList ""%d "" ArrayRef ans i End FuncCall printf ExprList ""%d\n"" ArrayRef ans i End Return 0 End",1
286,286,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl ArrayDecl ArrayDecl jz int 100 100 Decl sum int 0 >> cin k While >> >> cin m n Compound If && == m 1 == n 1 = sum ArrayRef ArrayRef jz 0 0 If == m 1 Compound For = i 0 < i n ++ i = sum + sum ArrayRef ArrayRef jz 0 i End If == m 1 Compound For = i 0 < i n ++ i = sum + sum ArrayRef ArrayRef jz 0 i End Compound End << << cout sum endl = sum 0 End Return 0 End,0
243,243,FileAST Decl ArrayDecl c int 123456 Decl ArrayDecl t int 123456 Decl mx int 0 Decl mn int 12345 Decl eps double 1e-14 Decl n int Decl T int FuncDef Decl FuncDecl ParamList Decl x double calc double Compound Decl res double 0 For DeclList Decl i int 0 < i n ++ i Compound += res / * Cast Typename TypeDecl double ArrayRef c i - ArrayRef t i x - x t End Return res End Decl FuncDecl main int,0
438,438,FileAST Decl ArrayDecl ArrayDecl ArrayDecl a int 100 100 100 FuncDef Decl FuncDecl main int Compound Decl k int Decl ArrayDecl m int 100 Decl ArrayDecl n int 100 Decl i int Decl j int Decl t int Decl ArrayDecl s int 100 >> cin k For = i 0 < i k ++ i << << cout ArrayRef s i endl Return 0 End,0
192,192,"FileAST Decl N int 12345 Decl M int 123456 Decl inf int 0x3f3f3f3f Decl ArrayDecl edge Struct Decl from int Decl to int Decl dis int Decl nxt int << m 1 Decl ArrayDecl head int n Decl edgenum int Decl FuncDecl ParamList Decl u int Decl v int Decl d int addedge void Decl n int Decl m int Decl ArrayDecl sp int n Decl ArrayDecl in int n Decl FuncDecl topsort void Decl ArrayDecl ArrayDecl dp int 2 n Decl ArrayDecl a int m Decl FuncDecl ParamList Decl u int solve void FuncDef Decl FuncDecl main int Compound Decl T int Decl u int Decl v int Decl d int FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall memset ExprList head - 1 sizeof head = edgenum 0 FuncCall memset ExprList in 0 sizeof in FuncCall scanf ExprList ""%d %d"" & n & m For DeclList Decl i int 1 <= i m ++ i Compound FuncCall scanf ExprList ""%d %d %d"" & u & v & d FuncCall addedge ExprList u v d FuncCall addedge ExprList v u d ++ ArrayRef in u End FuncCall topsort If == ArrayRef ArrayRef dp 0 1 inf = ArrayRef ArrayRef dp 0 1 - 1 FuncCall printf ExprList ""%d\n"" ArrayRef ArrayRef dp 0 1 End Return 0 End",0
94,94,FileAST Decl FuncDecl ParamList Typename TypeDecl int leap int FuncDef Decl FuncDecl main int Compound Decl y int Decl month int Decl d int Decl sum int 0 Decl ArrayDecl m int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 >> >> >> cin y month d = ArrayRef m 2 + ArrayRef m 2 FuncCall leap ExprList y For DeclList Decl i int 0 < i month ++ i Compound = sum + sum ArrayRef m i End = sum + sum d << << cout sum endl Return 0 End Decl FuncDecl ParamList Decl n int leap int,0
727,727,FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl q int Decl ArrayDecl ArrayDecl a int 100 100 Decl sum int 0 Decl PtrDecl ArrayDecl p int 100 a >> cin q For DeclList Decl i int 0 < i q ++ i Compound = sum 0 >> >> cin m n For DeclList Decl j int 0 < j m ++ j For DeclList Decl k int 0 < k n ++ k >> cin ArrayRef ArrayRef a j k For DeclList Decl j int 0 < j m ++ j For DeclList Decl k int 0 < k n ++ k Compound If || == j 0 == j - m 1 += sum ArrayRef ArrayRef p j k Compound If || == k 0 == k - n 1 += sum ArrayRef ArrayRef p j k End End << << cout sum endl End Return 0 End,1
860,860,,1
759,759,,1
21,21,FileAST Typedef ll long Decl w int Decl num int Decl len int Decl N int + 200000 10 Decl ArrayDecl a int n Decl ArrayDecl b int n FuncDef Decl FuncDecl ParamList Decl n int check int Compound For DeclList Decl i int 1 <= i n ++ i = ArrayRef b i ArrayRef a i FuncCall sort ExprList + b 1 + + b 1 n Decl cnt int 0 = ArrayRef b 0 0 = ArrayRef b + n 1 + w 1 If >= cnt num Return 1 Return 0 End Decl FuncDecl main int,0
503,503,"FileAST Decl ArrayDecl cnt int 105 FuncDef Decl FuncDecl main int Compound Decl n int Decl i int Decl x int FuncCall freopen ExprList ""poj1740.txt"" ""r"" stdin FuncCall freopen ExprList ""poj1740ans.txt"" ""w"" stdout While && FuncCall scanf ExprList ""%d"" & n n Compound FuncCall memset ExprList cnt 0 sizeof cnt For = i 0 < i n ++ i Compound FuncCall scanf ExprList ""%d"" & x ++ ArrayRef cnt x End FuncCall printf ExprList ""%d\n"" != i 101 End Return 0 End",0
408,408,"FileAST Decl ArrayDecl ArrayDecl A int 100 100 FuncDef Decl FuncDecl main int Compound Decl PtrDecl pt int Decl i int Decl j int Decl k int Decl m int Decl n int Decl PtrDecl re int Decl ArrayDecl B int 200 Decl number int FuncCall scanf ExprList ""%d"" & number = re b = re b = re b For = i 0 < i number ++ i Compound FuncCall printf ExprList ""%d\n"" * + re i End Return 0 End",0
292,292,"FileAST FuncDef Decl FuncDecl main int Compound Decl t int Decl n int Decl c char FuncCall scanf ExprList ""%d"" & t While -- t Compound FuncCall scanf ExprList ""%d"" & n Decl x int Decl y int Decl i int Decl ArrayDecl a char 10 ""#ZJUTACM"" For = i 0 < i n ++ i Compound FuncCall scanf ExprList ""%d%d"" & x & y FuncCall swap ExprList ArrayRef a x ArrayRef a y End End Return 0 End",0
558,558,"FileAST Decl FuncDecl ParamList Decl x int f int FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl a int Decl b int Decl c int Decl amount int 0 Decl ArrayDecl p int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d %d %d"" & y & m & d If > m 2 Compound = a FuncCall f ExprList y If == a 1 = ArrayRef p 1 + ArrayRef p 1 1 For DeclList Decl i int 0 < i - m 1 ++ i = amount + amount ArrayRef p i = amount + amount d End If == m 1 = amount d If == m 2 = amount + 31 d FuncCall printf ExprList ""%d"" amount FuncCall getchar FuncCall getchar FuncCall getchar End",1
0,0,"FileAST Decl ArrayDecl ArrayDecl cnt long 20 20 Decl mxi int Decl ArrayDecl d int 20 Decl ans long Decl x int Decl FuncDecl ParamList Decl i int Decl cx int Decl sum long dfs void FuncDef Decl FuncDecl main int Compound Decl T int FuncCall scanf ExprList ""%d"" & t While -- t Compound Decl n int FuncCall scanf ExprList ""%d"" & n For DeclList Decl i int 0 < i 20 ++ i For DeclList Decl j int 0 <= j i ++ j = ArrayRef ArrayRef cnt i j 0 Decl a int FuncCall scanf ExprList ""%d"" & a = mxi 20 While && > mxi 0 ! ArrayRef ArrayRef cnt - mxi 1 - mxi 1 -- mxi = ans 1e18 FuncCall dfs ExprList 0 0 0 FuncCall printf ExprList ""%d %lld\n"" x ans End Return 0 End",0
182,182,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl a int 101 101 InitList 0 Decl m int Decl n int Decl k int Decl i int Decl j int Decl t int Decl ArrayDecl sum int 1001 InitList 0 >> cin k For = i 1 <= i k ++ i << << cout ArrayRef sum i endl Return 0 End,0
441,441,FileAST Typedef ll long Decl mod int + 1e9 7 Decl n int Decl k int Decl ArrayDecl f ll 100010 Decl ArrayDecl ans ll 100010 Decl ArrayDecl tmp ll 100010 Decl ArrayDecl x ll 100010 FuncDef Decl FuncDecl ParamList Decl PtrDecl ans ll Decl PtrDecl x ll dirichlet void Compound FuncCall memset ExprList tmp 0 sizeof tmp For DeclList Decl i int 1 <= i n ++ i Compound = ArrayRef ans i ArrayRef tmp i End End Decl FuncDecl qpower void Decl FuncDecl solve void Decl FuncDecl main int,0
716,716,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl a int Decl b int Decl c int Decl i int Decl s1 int 0 Decl s2 int Decl ArrayDecl n int 12 InitList 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d%d%d"" & a & b & c If || == % a 400 0 && == % a 4 0 != % a 100 0 = ArrayRef n 1 29 For = i 1 < i b ++ i = s1 + s1 ArrayRef n - i 1 = s2 + s1 c FuncCall printf ExprList ""%d\n"" s2 Return 0 End",1
349,349,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int FuncCall scanf ExprList ""%d"" & k Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl e int Decl ArrayDecl sum int 100 InitList 0 For = e 0 < e k ++ e Compound FuncCall printf ExprList ""%d\n"" ArrayRef sum e End Return 0 End",0
254,254,"FileAST FuncDef Decl FuncDecl ParamList Decl argc int Decl ArrayDecl PtrDecl argv char main int Compound Decl year int Decl month int Decl day int Decl n int Decl mday int 0 Decl i int 1 Decl ArrayDecl p int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 FuncCall scanf ExprList ""%d %d %d\n"" & year & month & day For = i 1 < i + month 1 ++ i Compound = mday + mday ArrayRef p - i 1 End If || && == % year 4 0 != % year 100 0 == % year 400 0 Compound If >= month 3 Compound = mday + mday 1 End Compound = mday mday End End = n + mday day FuncCall printf ExprList ""%d"" n Return 0 End",0
915,915,,1
765,765,,1
591,591,FileAST Decl MAXN int 105 Decl ArrayDecl ArrayDecl maze int maxn maxn Decl ArrayDecl ArrayDecl dir int 2 4 InitList - 1 0 1 0 0 1 0 - 1 Decl ans int Decl cnt int Decl C int Decl R int Decl K int FuncDef Decl FuncDecl ParamList Decl x int Decl y int dfs void Compound If || || || || < x 1 > x r < y 1 > y c == ArrayRef ArrayRef maze x y 0 Return = ArrayRef ArrayRef maze x y 0 ++ cnt For DeclList Decl i int 0 < i 4 ++ i FuncCall dfs ExprList + x ArrayRef ArrayRef dir i 0 + y ArrayRef ArrayRef dir i 1 End Decl FuncDecl main int,1
97,97,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl ArrayDecl a int 10005 Decl s int FuncCall scanf ExprList ""%d"" & m While -- m Compound = s 0 FuncCall scanf ExprList ""%d"" & n FuncCall sort ExprList a + a n = k / n 2 For = i 0 < i n ++ i += s FuncCall abs ExprList - ArrayRef a i ArrayRef a k FuncCall printf ExprList ""%d\n"" s End End",0
184,184,FileAST FuncDef Decl FuncDecl main int Compound Decl idx int 100 Decl i int 100 Decl j int 100 Decl lines int 100 Decl n int 100 Decl fun_name int 100 Decl None int 100 Decl ArrayDecl na int 101 Decl ArrayDecl a int 101 For = i 0 < i n ++ i For = j 2 < j i ++ j = ArrayRef a i + ArrayRef a i 1 Return 0 End,0
868,868,,1
386,386,"FileAST Typedef LL long Decl maxn LL 1e6 Decl mod LL 10000000 Decl ArrayDecl str char + 80 5 FuncDef Decl FuncDecl main int Compound Decl number int While != FuncCall scanf ExprList ""%s%d"" str & number eof Compound Decl len int FuncCall strlen ExprList str If == % number 8 0 Compound FuncCall printf ExprList ""\n"" End If || == % number 8 1 == % number 8 - 7 Compound For DeclList Decl i int - len 1 >= i 0 -- i Compound For DeclList Decl j int 0 < j i ++ j FuncCall printf ExprList "" "" FuncCall printf ExprList ""%c\n"" ArrayRef str i End End If || == % number 8 2 == % number 8 - 6 Compound End If || == % number 8 3 == % number 8 - 5 Compound End If || == % number 8 4 == % number 8 - 4 Compound FuncCall printf ExprList ""\n"" End If || == % number 8 5 == % number 8 - 3 Compound End If || == % number 8 6 == % number 8 - 2 Compound End If || == % number 8 7 == % number 8 - 1 Compound End End Return 0 End",0
533,533,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl sum int Decl i int Decl j int Decl l int Decl ArrayDecl ArrayDecl a int 101 101 Decl m int Decl n int = sum 0 FuncCall scanf ExprList ""%d"" & k For = i 1 <= i k ++ i Compound = sum 0 FuncCall scanf ExprList ""%d%d"" & m & n For = j 1 <= j m ++ j Compound For = l 1 <= l n ++ l FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef a j l End For = j 1 <= j n ++ j = sum + + sum ArrayRef ArrayRef a 1 j ArrayRef ArrayRef a m j For = j 2 <= j - m 1 ++ j = sum + + sum ArrayRef ArrayRef a j 1 ArrayRef ArrayRef a j n FuncCall printf ExprList ""%d\n"" sum End Return 0 End",1
368,368,FileAST FuncDef Decl FuncDecl main int Compound Decl k int 0 >> cin k Decl m int 0 Decl n int 0 While >> >> cin m n Compound Decl result int 0 Decl ArrayDecl ArrayDecl num int 100 100 InitList 0 Decl i int Decl j int For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin ArrayRef ArrayRef num i j << << cout result endl End Return 0 End,0
362,362,FileAST Typedef LL long Decl maxn LL + 1000 10 Decl mod LL 10000000 Decl ArrayDecl ArrayDecl a char 12 12 FuncDef Decl FuncDecl main int Compound Decl n int Decl m int While >> >> cin n m Compound Decl k int % m 4 If == k 0 Compound End If || == k 1 == k - 3 Compound End If || == k 2 == k - 2 Compound For DeclList Decl i int n >= i 1 -- i Compound For DeclList Decl j int n >= j 1 -- j Compound << cout ArrayRef ArrayRef a i j End << cout endl End End If || == k 3 == k - 1 Compound End End Return 0 End,0
